id,dataset,question,option_0,option_1,option_2,option_3,probing_accuracy,logits,prediction,gold,bertscore_f1,heuristic_dependence_score,reasoning_score,context_fidelity_score,shap_score,contrastive_prediction_original,contrastive_prediction_swapped,contrastive_robust
1649,RACE-H,The passage mainly tells us   _  .,the number of Americans who read books last year dropped,the book sales in the US have been dropping in recent years,the reasons why one in four Americans read no books last year,about region differences in the number and kind of books read last year,0.4,"[-25.247966567985713, -30.092595476657152, -30.521214690990746, -45.570961725432426]",0,0,1.0,1.0,1.525,0.0,2.032,A,D,False
925,RACE-H,"According to the passage, getting smaller can make people and animals   _",run quickly,live longer,live weaker,run slowly,0.36,"[-16.64230966567993, -8.348063349723816, -19.998311042785645, -18.619074821472168]",1,1,1.0000001,0.0,0.904,0.0,1.165,B,C,False
926,RACE-H,"From the text we know that ""Rembrandt"" is most likely to be the name of a famous  _  .",actor,musician,cook,painter,0.36,"[-15.587961196899414, -28.2168607711792, -15.15678882598877, -22.465110778808594]",2,3,0.998777,0.0,1.077,1.0,1.306,C,B,False
927,RACE-H,Which of the following can visitors do only in New York?,To see the Statue of Liberty.,To taste the finest French coq au vin.,To enjoy a Beethoven concert.,To eat Roast Beijing Duck.,0.36,"[-18.844618290662766, -32.998221761663444, -33.27967944950797, -34.97724032588303]",0,0,1.0,1.0,1.3,0.0,1.613,A,D,False
928,RACE-H,This passage may be taken from  _  .,a handbook for English learners,a guidebook for foreign travellers,a pocketbook for businessmen,a storybook for local readers,0.36,"[-29.254867732524872, -25.100107789039612, -29.27241599559784, -37.102787494659424]",1,1,1.0,1.0,0.868,0.0,1.2,B,C,False
929,RACE-H,"With the example of two raises,the author shows us that   _   .",she worked very hard in her company,she spent less time with her son,she has a talent for leadership,she can be a good psychologist.,0.36,"[-29.044009871780872, -27.052435249090195, -25.81637877225876, -27.5350661277771]",2,0,0.88191265,0.75,0.231,1.0,0.323,C,B,False
930,RACE-H,We can infer from this passage that  _  .,the author is proud of his father very much,the author's husband has become a manager,the author's father was too busy to be with her,the author has moved back and lived with her father,0.36,"[-28.937396362423897, -27.94613426923752, -30.941042840480804, -35.00509291887283]",1,0,0.89512473,0.5,0.541,1.0,0.706,B,C,False
931,RACE-H,Which of the following in NOT true according to the passage?,Hamad is a man who wants himself to be well-known from apace.,Hamad is a super-rich person who always does something unusual.,Hamad is a man who is always so mean in his family,Hamad is a man who boasts his fortune is second to the Saudi king's,0.36,"[-65.46186005324125, -45.510002449154854, -55.445873729884624, -40.30238103121519]",3,2,0.90433085,1.0,1.928,1.0,2.516,D,A,False
932,RACE-H,Why does Hamad have his seven Mercedes-Benz500 SELs painted in different colors?,Perhaps he hoped his cars were stored in a giant pyramid safely.,In some ways he could make a very strange rainbow.,Maybe he just wanted to show off his wealth.,He is always interested in making his cars like these.,0.36,"[-61.943580865859985, -51.18046182394028, -26.256264448165894, -47.60869999229908]",2,2,1.0,1.0,2.591,0.0,3.569,C,B,False
933,RACE-H,Which of the following might be the best title for the passage?,The Rainbow Sheikh's name can be seen from space,The richest Arab sheikh's name has made many funny things,A great person likes doing things on a large scale,A well-known philanthropist displays his wealth,0.36,"[-30.282328136265278, -54.551015701144934, -35.30656847730279, -28.951039259321988]",3,0,0.8650642,1.0,2.051,0.0,2.56,D,A,False
934,RACE-H,What is the best title of the passage?,Learn from Edell,Prepare for your chances,Try to be a singer,Do learn English well,0.36,"[-20.369880370795727, -43.17264461517334, -23.98447385430336, -28.36436676979065]",0,1,0.841511,0.25,1.735,1.0,2.28,A,D,False
935,RACE-H,The writer mentioned Edell's mother to tell us  _  .,her chances were given by her mother,her mother had great influence on her,she could do nothing without her mother,all her success belonged to her mother,0.36,"[-35.366259694099426, -21.86381322145462, -28.308895722031593, -30.600499000400305]",1,1,1.0,1.0,0.972,0.0,1.35,B,C,False
936,RACE-H,"What does the underline word ""It"" refer to?",Studying the English biography hard.,The 91-page English biography.,The ceremony of the Asian MTV Awards.,The MTV channel.,0.36,"[-35.61951354891062, -26.44058198481798, -27.13673670589924, -21.478830695152283]",3,0,0.85205585,1.0,1.016,0.0,1.414,D,A,False
937,RACE-H,What is Edell's strongest character?,Liking to remember things.,Liking to help others.,Liking to think of problems differently.,Liking to try new things.,0.36,"[-27.964025616645813, -20.83969473838806, -39.30847495794296, -20.995181281119585]",1,3,0.8996456,0.0,1.504,0.0,1.847,B,C,False
938,RACE-H,"Before he worked in an insurance company, what was Mr. Briggs?  _",. He was a worker.,He was an official.,He was a student.,He was a businessman.,0.36,"[-20.04554718732834, -17.456782341003418, -11.795876622200012, -10.850430011749268]",3,2,0.95593613,1.0,0.768,0.0,0.92,D,A,False
939,RACE-H,"As a salesman with the company, Mr. Briggs   _  .",visited people to ask them to work with him,called on people to make them join the company,saw old people in order to help them,visited many people so as to offer insurance,0.36,"[-49.96992254257202, -32.44175297021866, -31.85912150889635, -49.03364832513034]",2,3,0.87201804,0.75,1.737,0.0,1.811,C,B,False
940,RACE-H,What was it that surprised the manager?   _,Mr. Briggs sold life insurance only to 95 people.,Mr. Briggs sold insurance only to people of more than 95.,Mr. Briggs had ruined the insurance company.,Mr. Briggs gave people generous conditions.,0.36,"[-29.70310036186129, -30.866487954743207, -20.864327979274094, -23.792296302504838]",2,1,0.9097409,0.25,0.826,0.0,1.0,C,B,False
941,RACE-H,We know from the passage that   _   .,background TV noise has little effect on adults,most young children in America live in homes exposed to TV noise,the effect of background TV noise on children is immediate,most parents in America wouldn't let their children watch TV,0.36,"[-28.65283963084221, -32.1609739549458, -25.056904733181, -27.027316653868183]",2,1,0.8889205,0.25,0.521,1.0,0.71,C,B,False
942,RACE-H,"In the study,the children   _   .",were all 3yearolds,were asked to watch adult TV shows,played for an hour while the TV was on,played with more than one toy,0.36,"[-17.661542177200317, -22.91619747877121, -16.106078013777733, -15.772095873951912]",3,3,1.0,0.25,0.573,0.0,0.714,D,A,False
943,RACE-H,What does the study show?,Children pay much attention to adult TV shows.,Children should be allowed to watch TV for kids only.,The background TV noise affects children's ability to focus.,"The more toys a child has,the shorter time he plays with each one.",0.36,"[-31.792088732123375, -34.22787894308567, -25.62929224781692, -41.2228569239378]",2,2,1.0,0.5,1.117,1.0,1.559,C,B,False
944,RACE-H,"When he was asked about the most important thing he had done in life at a presentation, the author    _   .",felt it was not an interesting question,thought for a while and spoke his mind,gave an answer from a lawyer's point of view,didn't give the real answer,0.36,"[-28.81183260679245, -24.877646446228027, -42.92353236017516, -23.486939460621215]",3,3,1.0,1.0,1.54,0.0,1.944,D,A,False
945,RACE-H,"When he saw his friend rush to the hospital, the author could not decide whether to follow mainly because he thought    _   .",he had to stay with his family,his friend did not need his help.,he would not be of much help,the baby would be in the doctor's care,0.36,"[-21.828709363937378, -21.20866248011589, -23.205203413963318, -32.616051118820906]",1,2,0.8650169,1.0,0.924,0.0,1.141,B,C,False
946,RACE-H,What can we infer from the author's description of the scene at the hospital?,He found out that he was in the way.,He would have felt guilty if he had not been there.,He regretted that he went too late.,His friend would have felt better if he had not been there.,0.36,"[-30.50445866584778, -33.5079998113215, -40.078165739774704, -39.54607276618481]",0,1,0.8721864,1.0,0.81,0.0,0.957,A,D,False
947,RACE-H,Which of the following is conveyed in this story?,Family and relatives can not take the place of friends.,More people are a great comfort when one is in trouble.,It is best to be here when someone needs you.,You can certainly help a friend if you want to.,0.36,"[-42.81724646128714, -48.42580270767212, -31.01352134346962, -38.93124283850193]",2,2,1.0,0.75,1.267,0.0,1.741,C,B,False
948,RACE-H,The author learned from his own experience that   _   .,what is taught in school is usually of no use.,a lawyer cannot learn much in classrooms,a lawyer should know people's feeling first,he needs to be able to feel as well as think logically,0.36,"[-35.03581303358078, -40.167948722839355, -48.94810128211975, -43.400180865079165]",0,3,0.85122526,1.0,1.01,0.0,1.391,A,D,False
949,RACE-H,What is the main idea of the text?,Amazon tribes are disappearing.,Scientists found isolated Amazon tribes.,Modern civilization is threatening Amazon tribes.,Isolated Amazon tribes are monitored with satellites.,0.36,"[-18.186448335647583, -23.833433985710144, -22.519615650177002, -27.592754662036896]",0,3,0.89676225,0.25,0.672,0.0,0.941,A,D,False
3100,RACE-H,"By using social networking, patients with rare diseases can   _  .",find effective cures,get emotional comfort,ask for financial support,consult doctors anytime,0.32,"[-23.54445505142212, -20.8703932762146, -22.34190595149994, -37.71313714981079]",1,1,1.0000001,0.0,1.352,1.0,1.684,B,C,False
3101,RACE-H,Which of the following is NOT true of Dr. Livingston's software?,It cuts down medical expenses.,It decreases the time spent on medical care.,It takes doctors closer to their patients.,It gives patients a medical test online.,0.32,"[-28.287158489227295, -32.73633098602295, -31.002320159226656, -37.002890825271606]",0,3,0.9058718,0.75,0.633,0.0,0.872,A,D,False
3102,RACE-H,"According to the text, which of the following is NOT a benefit of being sociable people?",Getting better in the state of heath.,Losing weight more easily.,Taking better care of themselves.,Having more safe lifestyles.,0.32,"[-51.33177265524864, -27.132970705628395, -16.85305147152394, -36.11784219741821]",2,1,0.87177944,0.5,2.531,0.0,3.448,C,B,False
3103,RACE-H,Psychologist Holt-Lunstad says that   _  .,"the studies were based on the work life of 308,849 people",he knows how death rates changes as how sociable a person is,being lonely can't do too much harm to one's health,two kinds of relationships are needed to improve one's health,0.32,"[-40.005397353321314, -45.850390491075814, -36.714372308924794, -30.36980920098722]",3,1,0.85209966,0.25,1.119,0.0,1.548,D,A,False
3104,RACE-H,"People who have lots of friends tend to take fewer risks, mainly because   _  .",their friends often ask them to do so,they want to stay with their friends,they feel they're responsible to do so,their friends don't do so either,0.32,"[-23.70698806643486, -18.542712196707726, -25.780198752880096, -27.520108591765165]",1,2,0.8876027,1.0,0.674,0.0,0.898,B,C,False
3105,RACE-H,What's the text mainly about?,The benefits people can get from having many friends.,A review of 148 studies on the influence of relationships on health.,The ways friends and family can improve health.,The influence of relationships on people's health.,0.32,"[-36.65177866816521, -31.155510986223817, -27.04667031764984, -26.21621998399496]",3,3,1.0,1.0,0.827,0.0,1.044,D,A,False
3106,RACE-H,Which of the following can NOT describe the computer of the future properly?,Much smaller.,Much faster.,More powerful.,Less valuable.,0.32,"[-23.543102741241455, -22.996896982192993, -19.213772773742676, -27.818373918533325]",2,3,0.9557887,0.0,0.61,1.0,0.86,C,B,False
3107,RACE-H,"According to the text, quantum computing   _  .",has been put in use so far,can make computers run by themselves,can reduce the cost of computers,will work by using transistors,0.32,"[-31.221193432807922, -28.237658739089966, -22.262959986925125, -23.63489516521804]",2,3,0.8832201,0.5,0.717,1.0,0.896,C,B,False
3108,RACE-H,We can learn from the text that nanotechnology will   _  .,create much smaller computers,be used in electrical appliances and clothing,change the structure of computers,make computers just serve specific purposes,0.32,"[-22.025667905807495, -24.383457958698273, -24.874594300985336, -41.62452459335327]",0,0,1.0,0.25,1.562,0.0,1.96,A,D,False
3109,RACE-H,The text is mainly about   _  .,what nanotechnology is,what quantum computing is,what the future of the computer is,what future computers can bring us,0.32,"[-22.915065482258797, -20.63069722056389, -21.258448764681816, -31.152212619781494]",1,2,0.9040773,0.75,0.844,0.0,1.052,B,C,False
